DATE,O,H,L,C,SYM
20100105,370.89,375.39,367.39,374.64,ES
20100106,374.39,377.89,369.64,375.39,ES
20100107,375.39,381.14,369.39,379.89,ES
20100108,379.64,384.14,373.39,383.89,ES
20100111,384.14,390.39,380.14,384.89,ES
20100112,383.64,385.39,370.14,376.39,ES
20100113,376.64,387.64,371.64,383.89,ES
20100114,383.89,389.39,380.64,387.64,ES
20100115,389.14,389.64,369.89,374.64,ES
20100119,374.14,389.39,368.64,388.14,ES
20100120,387.39,388.89,367.64,376.39,ES
20100121,376.89,381.64,352.64,353.39,ES
20100122,352.14,358.14,328.64,333.39,ES
20100125,336.39,345.39,332.14,334.89,ES
20100126,336.39,342.39,323.39,329.64,ES
20100127,329.89,338.64,320.89,336.89,ES
20100128,336.89,345.89,316.64,321.64,ES
20100129,323.39,335.64,308.89,312.89,ES
20100201,312.39,328.89,310.39,328.64,ES
20100202,328.39,343.89,324.39,339.64,ES
20100203,339.39,342.64,332.89,338.89,ES
20100204,338.64,340.64,301.64,304.14,ES
20100205,304.14,307.39,283.14,302.14,ES
20100208,304.39,310.89,295.39,298.39,ES
20100209,297.89,319.39,296.39,308.64,ES
20100210,308.89,314.89,298.64,305.64,ES
20100211,305.89,320.39,299.89,318.89,ES
20100212,318.64,322.14,302.39,321.39,ES
20100216,319.89,336.39,315.89,335.64,ES
20100217,335.64,342.39,334.89,341.89,ES
20100218,342.14,349.14,335.39,347.89,ES
20100219,347.89,353.39,334.89,348.64,ES
20100222,348.39,355.14,345.89,349.89,ES
20100223,349.39,355.14,332.64,339.64,ES
20100224,339.14,347.89,334.89,345.89,ES
20100225,345.39,345.89,326.89,344.64,ES
20100226,344.39,350.14,338.64,345.89,ES
20100301,347.89,357.89,346.64,356.89,ES
20100302,356.64,365.14,355.14,359.89,ES
20100303,359.89,367.39,357.39,360.89,ES
20100304,360.64,365.89,356.39,364.64,ES
20100305,364.39,381.14,363.89,378.89,ES
20100308,378.64,382.89,377.39,379.39,ES
20100309,379.64,387.64,373.89,382.89,ES
20100310,382.39,390.39,380.14,388.14,ES
20100311,387.64,393.39,380.89,392.89,ES
20100312,393.14,401.89,389.14,393.64,ES
20100315,393.39,393.39,383.64,392.64,ES
20100316,392.64,402.89,391.39,401.89,ES
20100317,401.89,412.39,401.14,408.14,ES
20100318,407.64,411.64,403.39,408.39,ES
20100319,408.64,412.39,407.14,415.34,ES
20100322,412.34,422.34,405.84,421.09,ES
20100323,420.84,429.59,418.09,428.59,ES
20100324,428.34,429.09,420.09,423.59,ES
20100325,423.34,435.59,419.34,421.84,ES
20100326,421.34,428.84,415.59,422.59,ES
20100329,423.84,430.09,423.09,427.84,ES
20100330,427.59,432.84,423.34,428.59,ES
20100331,428.09,429.59,420.34,424.34,ES
20100401,426.09,436.59,424.84,432.84,ES
20100405,432.59,442.84,432.59,442.09,ES
20100406,442.09,447.09,436.34,444.84,ES
20100407,444.84,445.34,432.34,438.09,ES
20100408,437.59,444.09,430.09,442.84,ES
20100409,442.59,452.09,442.09,451.59,ES
20100412,453.84,457.59,449.84,451.59,ES
20100413,451.34,454.84,444.09,452.09,ES
20100414,454.59,466.34,453.59,465.59,ES
20100415,465.59,469.59,460.09,467.59,ES
20100416,467.09,467.59,441.84,449.34,ES
20100419,445.09,455.59,438.84,454.59,ES
20100420,454.84,464.84,453.09,464.59,ES
20100421,464.09,468.59,454.09,459.59,ES
20100422,457.59,466.09,445.34,460.84,ES
20100423,460.34,472.84,456.59,471.34,ES
20100426,470.34,475.84,466.59,467.34,ES
20100427,466.84,469.09,436.59,440.09,ES
20100428,440.59,451.09,435.84,449.09,ES
20100429,449.09,465.34,447.09,464.34,ES
20100430,464.59,467.09,441.84,442.59,ES
20100503,443.59,461.09,442.84,457.59,ES
20100504,457.34,458.84,423.34,431.59,ES
20100505,430.84,434.09,413.84,423.09,ES
20100506,422.84,427.84,315.09,381.59,ES
20100507,382.84,394.59,349.84,366.09,ES
20100510,384.34,421.09,380.59,415.59,ES
20100511,415.09,428.09,399.59,411.34,ES
20100512,410.84,430.34,400.09,428.84,ES
20100513,428.09,433.84,412.84,415.84,ES
20100514,414.59,418.59,382.84,394.34,ES
20100517,392.84,399.34,371.84,393.59,ES
20100518,394.59,406.59,374.34,377.84,ES
20100519,377.09,381.84,357.84,369.09,ES
20100520,369.09,375.59,326.34,329.09,ES
20100521,328.34,347.84,310.34,343.59,ES
20100524,344.59,347.84,329.09,330.09,ES
20100525,328.59,333.84,295.84,332.09,ES
20100526,331.59,348.59,319.59,320.34,ES
20100527,319.09,362.09,314.59,360.09,ES
20100528,359.34,365.84,342.34,347.59,ES
20100601,347.59,355.09,327.59,328.59,ES
20100602,328.34,357.34,326.34,355.84,ES
20100603,356.09,364.34,349.84,362.59,ES
20100604,363.09,366.84,318.34,325.09,ES
20100607,323.09,329.84,305.09,307.09,ES
20100608,307.34,322.34,300.34,318.34,ES
20100609,318.09,336.84,310.34,314.59,ES
20100610,314.09,346.84,311.34,342.84,ES
20100611,343.09,351.34,333.59,348.34,ES
20100614,349.59,365.09,347.84,349.59,ES
20100615,349.34,374.84,347.59,372.59,ES
20100616,372.59,378.09,363.34,373.09,ES
20100617,373.09,381.59,364.59,375.34,ES
20100618,375.09,378.09,372.09,377.92,ES
20100621,383.67,397.17,370.92,378.17,ES
20100622,378.17,384.67,357.17,358.17,ES
20100623,358.42,365.42,347.92,355.17,ES
20100624,354.17,358.67,334.17,338.17,ES
20100625,337.92,347.17,330.42,342.42,ES
20100628,341.92,347.42,334.17,338.67,ES
20100629,338.17,342.42,297.92,302.92,ES
20100630,302.92,312.17,290.67,294.17,ES
20100701,292.17,297.42,273.67,289.42,ES
20100702,289.92,300.17,278.42,281.92,ES
20100706,282.67,306.17,270.42,291.92,ES
20100707,291.67,327.42,283.92,326.92,ES
20100708,326.42,336.17,321.67,334.67,ES
20100709,334.42,342.67,330.92,340.17,ES
20100712,339.17,344.92,333.17,344.17,ES
20100713,343.67,363.67,340.67,357.42,ES
20100714,362.67,366.67,351.17,358.67,ES
20100715,358.92,366.92,343.92,358.17,ES
20100716,358.17,362.42,326.67,330.67,ES
20100719,329.42,338.67,324.67,331.42,ES
20100720,330.92,348.42,318.42,347.67,ES
20100721,347.17,355.42,328.67,331.67,ES
20100722,330.92,362.17,328.92,355.42,ES
20100723,354.92,369.17,351.67,368.17,ES
20100726,368.92,379.42,364.67,377.17,ES
20100727,376.92,386.42,373.67,378.67,ES
20100728,378.17,383.42,366.92,369.67,ES
20100729,370.17,380.67,356.42,364.67,ES
20100730,363.92,371.17,351.17,365.92,ES
20100802,372.17,391.92,369.42,389.42,ES
20100803,389.42,390.42,380.92,385.92,ES
20100804,385.67,393.67,379.92,392.17,ES
20100805,392.42,395.42,383.17,391.17,ES
20100806,391.17,394.67,371.42,387.17,ES
20100809,387.67,394.42,384.17,393.17,ES
20100810,392.92,393.42,375.92,387.42,ES
20100811,386.92,387.42,352.17,352.67,ES
20100812,352.67,355.17,338.17,346.92,ES
20100813,347.17,356.67,340.17,343.67,ES
20100816,345.17,349.17,333.92,344.67,ES
20100817,344.92,366.17,342.17,356.67,ES
20100818,356.67,366.17,351.42,354.42,ES
20100819,354.67,362.67,336.17,338.92,ES
20100820,338.42,343.67,329.42,337.92,ES
20100823,337.67,347.92,331.92,333.17,ES
20100824,333.17,333.42,311.67,317.42,ES
20100825,317.67,325.42,304.67,322.17,ES
20100826,322.92,329.42,310.67,312.42,ES
20100827,311.42,332.17,304.92,331.42,ES
20100830,332.17,340.42,312.17,312.67,ES
20100831,312.67,321.92,305.17,315.92,ES
20100901,319.42,350.17,318.42,349.42,ES
20100902,349.17,358.17,344.17,357.17,ES
20100903,357.42,372.17,353.92,371.17,ES
20100907,371.42,374.92,357.42,358.92,ES
20100908,359.17,370.67,353.92,366.92,ES
20100909,366.92,379.67,364.42,370.17,ES
20100910,370.67,378.17,368.17,377.42,ES
20100913,380.17,391.67,379.67,388.92,ES
20100914,388.42,395.17,382.67,388.42,ES
20100915,388.42,394.17,381.67,393.42,ES
20100916,393.92,396.67,385.67,395.42,ES
20100917,395.67,405.42,395.42,400.67,ES
20100920,399.42,421.17,397.92,417.42,ES
20100921,417.42,424.92,411.17,415.67,ES
20100922,415.92,421.17,407.42,410.67,ES
20100923,410.92,415.42,398.17,401.42,ES
20100924,401.42,425.42,399.42,424.17,ES
20100927,424.92,430.67,417.92,418.67,ES
20100928,418.67,426.92,408.17,422.67,ES
20100929,422.67,427.67,416.42,421.92,ES
20100930,421.92,434.42,412.17,417.67,ES
20101001,416.67,427.42,415.42,423.17,ES
20101004,424.17,424.92,407.92,415.67,ES
20101005,415.67,439.67,413.67,435.67,ES
20101006,435.92,440.92,431.92,436.67,ES
20101007,436.67,444.67,428.17,437.42,ES
20101008,437.42,444.92,426.42,441.42,ES
20101011,442.42,445.92,438.67,443.17,ES
20101012,443.42,449.92,432.67,445.42,ES
20101013,446.17,461.92,445.17,455.17,ES
20101014,455.67,461.67,443.42,454.42,ES
20101015,454.92,460.92,443.92,455.92,ES
20101018,455.17,463.17,445.67,459.17,ES
20101019,459.67,460.42,436.42,444.67,ES
20101020,444.92,460.92,441.42,455.67,ES
20101021,455.67,467.17,448.17,456.67,ES
20101022,456.17,462.42,454.17,461.67,ES
20101025,461.67,473.92,461.42,463.67,ES
20101026,462.92,465.17,454.92,463.67,ES
20101027,464.17,467.17,448.67,459.67,ES
20101028,459.42,468.42,454.42,460.17,ES
20101029,460.17,463.42,452.92,460.67,ES
20101101,461.42,473.67,454.67,463.92,ES
20101102,463.67,474.42,461.67,473.67,ES
20101103,473.67,478.92,460.42,478.17,ES
20101104,478.42,499.67,476.17,499.42,ES
20101105,499.17,505.42,493.42,502.92,ES
20101108,501.42,503.17,495.67,500.92,ES
20101109,500.17,505.67,487.17,491.92,ES
20101110,491.42,497.92,482.67,494.92,ES
20101111,494.42,494.67,482.92,491.92,ES
20101112,491.42,492.67,472.42,476.42,ES
20101115,476.42,486.67,473.42,476.67,ES
20101116,476.17,476.17,451.92,455.67,ES
20101117,456.67,462.92,454.17,458.42,ES
20101118,458.67,479.92,457.92,478.67,ES
20101119,478.42,480.92,468.42,479.17,ES
20101122,483.67,486.92,463.42,478.92,ES
20101123,477.92,478.67,455.67,459.17,ES
20101124,458.92,478.42,456.42,477.42,ES
20101126,476.67,481.42,463.42,464.17,ES
20101129,469.42,474.67,453.17,467.42,ES
20101130,467.42,469.17,453.92,460.42,ES
20101201,458.67,488.67,457.17,485.42,ES
20101202,484.92,504.17,482.92,503.67,ES
20101203,503.67,508.17,493.92,504.42,ES
20101206,504.17,507.67,497.17,502.92,ES
20101207,503.67,515.92,499.92,504.17,ES
20101208,503.67,510.17,498.17,509.67,ES
20101209,509.42,518.92,507.42,513.92,ES
20101210,513.67,522.42,512.42,521.92,ES
20101213,522.92,527.92,517.67,522.17,ES
20101214,521.67,528.17,518.67,522.67,ES
20101215,522.92,525.17,514.92,517.92,ES
20101216,517.92,525.42,513.42,524.42,ES
20101217,524.17,525.92,521.67,523.27,ES
20101220,524.77,530.52,518.77,526.02,ES
20101221,525.77,536.02,525.52,535.52,ES
20101222,534.77,539.77,533.77,539.27,ES
20101223,539.27,540.52,534.02,537.77,ES
20101227,534.27,539.02,530.27,538.02,ES
20101228,538.27,541.27,536.27,538.77,ES
20101229,538.77,543.27,538.02,540.52,ES
20101230,540.52,542.27,536.27,539.27,ES
20101231,539.02,542.52,534.27,537.77,ES
20110103,540.77,557.27,540.02,550.02,ES
20110104,549.52,554.77,543.02,550.02,ES
20110105,550.27,558.52,540.52,556.52,ES
20110106,556.52,561.77,551.02,555.02,ES
20110107,554.52,558.77,542.52,552.27,ES
20110110,551.02,552.77,542.77,550.27,ES
20110111,550.27,558.52,548.77,555.27,ES
20110112,554.77,569.02,554.02,568.27,ES
20110113,568.02,569.27,561.02,566.02,ES
20110114,566.02,574.77,559.02,574.27,ES
20110118,574.27,579.77,567.52,579.52,ES
20110119,579.27,581.02,559.77,563.27,ES
20110120,564.02,566.27,552.27,561.02,ES
20110121,560.77,572.77,558.02,564.52,ES
20110124,564.27,574.52,562.52,573.27,ES
20110125,573.27,576.52,561.77,572.27,ES
20110126,572.02,581.52,570.77,578.27,ES
20110127,578.52,583.02,574.02,580.52,ES
20110128,580.02,584.27,555.27,556.27,ES
20110131,554.27,568.52,547.02,567.27,ES
20110201,567.27,590.77,566.02,587.52,ES
20110202,587.02,590.27,582.77,584.77,ES
20110203,585.02,590.52,576.27,588.02,ES
20110204,588.02,593.27,582.77,592.02,ES
20110207,592.02,604.77,590.77,600.52,ES
20110208,599.77,607.02,597.77,606.52,ES
20110209,606.27,606.77,596.52,604.02,ES
20110210,603.27,605.27,593.27,603.52,ES
20110211,603.02,613.52,594.77,612.02,ES
20110214,610.77,616.02,609.27,612.52,ES
20110215,612.77,614.02,607.02,611.02,ES
20110216,611.02,620.77,610.52,617.77,ES
20110217,617.77,624.77,613.27,622.52,ES
20110218,622.52,627.77,619.77,627.27,ES
20110222,627.02,627.27,595.02,599.27,ES
20110223,598.77,605.27,582.27,590.27,ES
20110224,590.52,595.52,577.27,587.52,ES
20110225,587.27,604.77,586.27,603.52,ES
20110228,603.02,613.77,597.77,610.77,ES
20110301,611.27,621.27,585.52,585.77,ES
20110302,586.02,598.52,581.02,590.52,ES
20110303,591.02,616.77,589.77,614.52,ES
20110304,614.52,619.27,596.02,605.02,ES
20110307,605.02,612.02,587.52,593.77,ES
20110308,593.52,610.52,590.77,604.77,ES
20110309,604.52,609.77,596.27,600.27,ES
20110310,600.52,602.02,577.52,579.02,ES
20110311,578.52,593.52,567.77,590.77,ES
20110314,587.02,590.52,570.77,580.27,ES
20110315,580.27,582.77,540.77,564.77,ES
20110316,564.77,573.02,532.77,543.52,ES
20110317,544.52,564.02,531.27,558.52,ES
20110318,557.02,578.02,551.02,575.77,ES
20110321,577.77,597.77,576.27,594.52,ES
20110322,594.02,598.02,589.02,589.77,ES
20110323,589.27,597.52,580.52,593.52,ES
20110324,593.52,608.27,590.77,606.77,ES
20110325,606.02,616.02,605.52,611.52,ES
20110328,610.77,616.77,603.52,603.77,ES
20110329,604.27,619.27,601.77,618.02,ES
20110330,617.77,629.27,616.27,625.52,ES
20110331,626.02,627.27,622.02,622.52,ES
20110401,622.77,635.27,622.02,629.27,ES
20110404,628.52,634.27,626.02,630.77,ES
20110405,631.27,635.77,624.52,628.27,ES
20110406,628.52,638.02,627.52,630.52,ES
20110407,630.52,636.77,623.77,630.02,ES
20110408,630.02,637.27,620.27,625.27,ES
20110411,627.27,631.77,618.52,621.02,ES
20110412,621.77,622.02,606.77,609.77,ES
20110413,609.77,620.27,606.52,610.27,ES
20110414,610.77,614.77,599.77,611.77,ES
20110415,612.02,620.77,607.27,620.27,ES
20110418,619.77,620.27,591.77,602.52,ES
20110419,602.52,611.02,595.52,610.02,ES
20110420,610.27,632.02,610.02,629.77,ES
20110421,630.02,639.27,629.52,632.52,ES
20110425,632.02,636.77,628.77,632.27,ES
20110426,632.27,647.77,629.52,642.52,ES
20110427,642.52,655.77,641.77,652.52,ES
20110428,653.02,660.02,648.27,656.52,ES
20110429,656.52,665.27,654.27,661.27,ES
20110502,664.77,675.02,656.27,659.27,ES
20110503,659.27,660.02,647.27,653.52,ES
20110504,653.27,656.52,639.02,644.52,ES
20110505,644.77,650.27,626.77,636.52,ES
20110506,635.77,653.27,633.27,636.02,ES
20110509,638.77,647.77,636.02,644.27,ES
20110510,644.02,658.02,640.52,655.27,ES
20110511,655.27,659.77,634.52,640.27,ES
20110512,640.77,650.27,630.27,649.02,ES
20110513,648.77,654.02,632.02,635.52,ES
20110516,633.52,642.77,626.27,627.02,ES
20110517,626.77,633.52,617.52,627.02,ES
20110518,627.77,642.02,626.02,640.02,ES
20110519,639.77,647.02,636.02,643.27,ES
20110520,643.02,645.52,628.52,629.27,ES
20110523,627.52,628.52,612.27,616.77,ES
20110524,616.27,624.02,613.27,615.02,ES
20110525,614.52,626.02,603.77,618.02,ES
20110526,618.02,629.02,614.02,628.02,ES
20110527,628.02,635.27,626.02,631.52,ES
20110531,631.27,647.27,629.77,645.52,ES
20110601,646.27,649.27,612.77,613.52,ES
20110602,614.77,619.27,605.77,614.02,ES
20110603,613.77,615.02,596.02,597.77,ES
20110606,600.27,600.52,584.77,586.52,ES
20110607,586.77,597.02,584.02,586.27,ES
20110608,586.52,589.27,577.77,578.52,ES
20110609,579.27,595.52,576.77,589.02,ES
20110610,589.27,590.27,568.52,570.77,ES
20110613,571.52,578.77,566.52,573.02,ES
20110614,573.52,594.02,572.02,591.52,ES
20110615,590.27,590.52,562.77,567.02,ES
20110616,567.77,576.02,559.52,570.52,ES
20110617,571.02,584.02,565.77,580.92,ES
20110620,579.92,590.17,571.17,588.67,ES
20110621,588.17,607.67,586.67,602.92,ES
20110622,602.67,608.67,594.42,594.67,ES
20110623,594.92,595.67,571.92,591.92,ES
20110624,592.42,600.92,576.17,578.92,ES
20110627,579.92,594.92,571.92,591.17,ES
20110628,591.92,609.92,586.42,609.42,ES
20110629,608.42,620.42,606.42,619.17,ES
20110630,618.92,632.42,617.17,630.42,ES
20110701,629.67,651.42,627.42,649.67,ES
20110705,649.42,652.67,643.17,651.67,ES
20110706,650.92,655.67,641.42,650.67,ES
20110707,650.92,667.67,650.67,666.67,ES
20110708,666.42,669.42,644.17,656.67,ES
20110711,654.17,654.42,626.67,633.42,ES
20110712,632.92,638.17,610.17,625.67,ES
20110713,625.67,642.67,622.17,627.17,ES
20110714,627.17,638.17,616.92,621.67,ES
20110715,622.67,630.42,615.42,629.92,ES
20110718,629.42,629.67,606.17,615.42,ES
20110719,616.42,639.17,615.17,636.17,ES
20110720,636.17,644.67,634.17,636.17,ES
20110721,636.67,658.42,629.92,657.42,ES
20110722,656.17,662.67,647.67,655.92,ES
20110725,644.92,655.17,636.92,648.42,ES
20110726,648.42,654.67,640.42,641.17,ES
20110727,640.92,643.42,612.92,613.92,ES
20110728,614.17,627.92,610.17,611.67,ES
20110729,612.67,615.67,593.42,603.42,ES
20110801,620.92,624.67,585.17,594.67,ES
20110802,594.67,599.92,561.67,562.17,ES
20110803,563.17,572.92,545.17,569.42,ES
20110804,569.17,579.17,508.17,513.67,ES
20110805,514.42,533.92,478.17,512.67,ES
20110808,482.17,503.92,424.42,426.17,ES
20110809,427.92,490.42,391.92,486.67,ES
20110810,485.92,493.67,428.67,438.42,ES
20110811,437.92,498.92,417.92,483.42,ES
20110812,483.17,501.67,461.67,491.67,ES
20110815,494.67,516.67,491.17,513.42,ES
20110816,511.42,516.42,492.42,507.17,ES
20110817,506.67,521.67,496.42,504.92,ES
20110818,504.42,504.92,443.17,458.42,ES
20110819,458.67,468.17,432.42,438.92,ES
20110822,436.92,461.42,426.17,438.17,ES
20110823,438.42,475.67,433.42,473.42,ES
20110824,473.92,491.67,457.42,486.92,ES
20110825,486.42,503.42,467.92,472.42,ES
20110826,471.92,494.67,447.67,490.92,ES
20110829,490.42,523.67,487.17,522.92,ES
20110830,522.92,533.67,508.42,519.67,ES
20110831,519.17,544.67,516.17,532.67,ES
20110901,532.92,543.42,515.67,516.17,ES
20110902,515.92,518.17,483.42,484.17,ES
20110906,479.92,481.67,450.92,479.42,ES
20110907,479.42,514.67,478.67,513.92,ES
20110908,514.17,518.67,496.92,500.67,ES
20110909,500.67,508.92,461.67,472.92,ES
20110912,458.42,478.92,444.42,478.17,ES
20110913,477.67,491.67,459.92,486.42,ES
20110914,486.17,517.42,469.17,503.42,ES
20110915,503.92,526.92,497.17,525.67,ES
20110916,524.92,530.92,516.42,531.66,ES
20110919,519.16,523.66,501.41,517.66,ES
20110920,516.66,534.41,505.16,515.91,ES
20110921,516.66,523.66,474.91,475.66,ES
20110922,475.16,478.91,426.66,443.41,ES
20110923,444.16,458.41,421.91,449.66,ES
20110926,441.91,478.91,434.91,478.41,ES
20110927,477.41,509.91,474.91,489.41,ES
20110928,488.91,501.66,463.41,468.66,ES
20110929,468.16,490.66,453.41,476.16,ES
20110930,477.16,479.66,441.41,445.91,ES
20111003,442.91,453.41,405.16,406.16,ES
20111004,407.41,439.66,387.91,433.41,ES
20111005,434.41,461.16,426.41,454.91,ES
20111006,454.91,480.41,448.91,477.41,ES
20111007,477.16,493.66,464.66,474.91,ES
20111010,477.66,512.16,476.41,510.91,ES
20111011,510.41,514.66,500.66,509.41,ES
20111012,507.41,535.91,500.66,518.16,ES
20111013,518.41,524.16,505.16,517.91,ES
20111014,517.41,541.41,512.91,539.16,ES
20111017,538.16,550.66,513.41,513.91,ES
20111018,513.91,549.66,505.41,542.91,ES
20111019,542.66,547.16,521.41,526.41,ES
20111020,526.66,536.16,512.41,529.91,ES
20111021,528.66,555.66,527.91,555.16,ES
20111024,549.66,572.41,546.66,566.91,ES
20111025,566.91,574.41,542.16,544.41,ES
20111026,544.91,562.41,536.41,557.41,ES
20111027,557.91,609.16,557.41,602.41,ES
20111028,602.16,604.16,592.66,600.91,ES
20111031,599.91,600.66,565.16,569.16,ES
20111101,567.41,567.91,528.41,544.41,ES
20111102,543.41,558.66,536.41,554.16,ES
20111103,554.16,579.66,533.41,575.66,ES
20111104,575.66,578.66,554.41,570.91,ES
20111107,573.16,579.41,551.91,577.41,ES
20111108,577.41,595.16,568.41,593.16,ES
20111109,593.16,593.91,542.66,545.41,ES
20111110,546.16,564.91,538.16,557.41,ES
20111111,557.41,584.66,553.66,581.41,ES
20111114,584.16,590.66,563.41,572.41,ES
20111115,571.41,582.16,553.91,573.91,ES
20111116,574.41,578.66,550.41,550.91,ES
20111117,551.16,561.66,526.41,534.66,ES
20111118,534.91,549.66,528.66,533.91,ES
20111121,527.91,528.91,500.41,510.66,ES
20111122,510.66,518.91,499.16,502.66,ES
20111123,502.66,504.91,478.41,479.91,ES
20111125,479.91,491.16,467.41,473.41,ES
20111128,491.91,516.16,489.16,510.91,ES
20111129,510.66,525.91,506.16,516.41,ES
20111130,514.91,566.66,502.91,565.91,ES
20111201,563.66,570.91,555.66,563.41,ES
20111202,563.41,582.66,561.91,563.41,ES
20111205,567.91,586.16,567.91,574.91,ES
20111206,573.16,585.66,565.16,574.91,ES
20111207,575.41,587.91,563.91,583.91,ES
20111208,583.66,591.91,550.66,555.91,ES
20111209,555.41,580.41,548.41,578.66,ES
20111212,575.91,580.41,545.91,555.16,ES
20111213,554.91,569.66,538.41,546.16,ES
20111214,545.91,552.41,528.91,532.41,ES
20111215,532.66,546.91,524.41,537.91,ES
20111216,538.16,549.16,537.16,544.96,ES
20111219,545.96,553.71,529.46,532.96,ES
20111220,532.96,571.21,532.71,569.96,ES
20111221,569.96,582.96,556.96,570.21,ES
20111222,569.96,584.96,566.21,582.96,ES
20111223,583.46,594.71,582.71,594.21,ES
20111227,594.46,597.96,589.96,594.21,ES
20111228,593.96,598.46,576.96,578.46,ES
20111229,577.96,592.46,577.71,591.46,ES
20111230,590.71,594.46,584.71,586.46,ES
20120103,608.71,613.96,604.21,605.96,ES
20120104,605.96,608.71,596.71,606.96,ES
20120105,607.21,611.96,593.71,606.96,ES
20120106,607.21,616.21,600.71,608.21,ES
20120109,608.71,611.71,601.21,609.46,ES
20120110,608.96,625.96,608.46,619.96,ES
20120111,619.96,623.46,613.21,622.21,ES
20120112,622.21,631.46,614.71,625.71,ES
20120113,625.96,628.96,606.71,622.96,ES
20120117,624.46,636.46,615.21,623.21,ES
20120118,622.96,638.21,620.46,636.21,ES
20120119,636.71,645.46,633.21,644.46,ES
20120120,643.96,645.71,638.71,644.71,ES
20120123,641.46,652.21,638.96,644.96,ES
20120124,645.21,645.71,635.46,645.46,ES
20120125,645.21,658.71,636.96,654.21,ES
20120126,654.71,663.71,643.21,649.21,ES
20120127,648.71,653.21,640.96,646.46,ES
20120130,647.96,648.46,629.96,642.96,ES
20120131,642.96,651.46,636.21,642.21,ES
20120201,641.71,660.96,637.71,653.71,ES
20120202,654.21,659.96,650.96,656.71,ES
20120203,656.71,675.96,653.96,672.96,ES
20120206,670.46,674.46,664.21,672.96,ES
20120207,672.96,679.71,665.71,678.71,ES
20120208,678.21,682.21,672.21,680.96,ES
20120209,680.96,686.71,674.71,682.21,ES
20120210,681.96,682.21,667.71,674.46,ES
20120213,681.21,686.21,676.71,682.96,ES
20120214,683.21,685.96,671.71,681.71,ES
20120215,681.46,691.96,671.96,676.21,ES
20120216,675.71,691.21,668.21,688.71,ES
20120217,688.71,695.21,686.96,693.71,ES
20120221,700.71,703.46,689.71,693.96,ES
20120222,693.71,697.96,686.96,689.96,ES
20120223,689.96,697.71,684.21,696.96,ES
20120224,696.96,702.46,695.46,697.21,ES
20120227,697.21,704.71,686.96,701.21,ES
20120228,701.21,707.71,698.46,705.46,ES
20120229,705.21,711.21,690.71,698.46,ES
20120301,696.21,709.21,692.71,708.46,ES
20120302,708.46,710.96,698.96,702.71,ES
20120305,701.21,703.46,691.96,698.46,ES
20120306,697.96,699.71,672.46,675.96,ES
20120307,675.46,688.21,675.21,686.71,ES
20120308,686.71,702.46,684.46,700.46,ES
20120309,700.21,708.46,697.21,706.46,ES
20120312,706.71,706.71,699.96,706.46,ES
20120313,706.46,730.96,705.46,730.21,ES
20120314,730.46,733.71,723.96,728.21,ES
20120315,727.96,736.96,724.46,735.71,ES
20120316,735.46,740.21,733.96,739.07,ES
20120319,737.82,748.57,734.07,744.57,ES
20120320,744.57,745.57,732.32,740.57,ES
20120321,740.57,746.32,734.82,738.07,ES
20120322,738.32,741.32,723.07,729.57,ES
20120323,729.57,735.82,721.07,734.57,ES
20120326,734.32,756.07,733.07,755.57,ES
20120327,755.57,760.32,746.57,747.07,ES
20120328,746.82,752.82,732.57,740.82,ES
20120329,740.07,744.57,726.82,738.82,ES
20120330,738.57,746.82,736.32,743.82,ES
20120402,747.82,758.32,739.57,753.07,ES
20120403,752.57,754.82,740.07,749.32,ES
20120404,749.57,749.57,729.07,733.82,ES
20120405,733.82,738.32,724.57,730.82,ES
20120406,731.07,735.32,712.57,730.82,ES
20120409,715.57,723.32,712.32,715.57,ES
20120410,714.82,721.32,693.07,697.57,ES
20120411,698.32,711.07,698.07,704.57,ES
20120412,704.82,726.82,703.82,726.57,ES
20120413,726.32,729.07,704.32,705.57,ES
20120416,706.57,715.82,701.07,704.57,ES
20120417,704.82,729.32,699.82,724.07,ES
20120418,724.32,727.32,718.32,718.82,ES
20120419,719.32,730.57,706.07,713.07,ES
20120420,714.32,723.82,711.82,715.82,ES
20120423,712.82,715.32,694.57,703.32,ES
20120424,703.57,711.82,701.57,710.57,ES
20120425,711.32,728.32,710.07,727.82,ES
20120426,727.82,738.82,721.57,737.32,ES
20120427,737.32,743.57,727.07,739.07,ES
20120430,740.82,743.07,730.32,734.07,ES
20120501,734.82,752.32,731.82,741.07,ES
20120502,741.07,745.32,729.82,738.07,ES
20120503,738.07,743.32,725.07,726.57,ES
20120504,727.07,729.57,702.07,703.07,ES
20120507,694.57,710.82,683.07,706.32,ES
20120508,705.82,708.57,684.32,699.07,ES
20120509,699.57,701.32,679.82,691.57,ES
20120510,691.82,704.32,686.32,698.07,ES
20120511,698.07,703.82,684.57,690.57,ES
20120514,686.57,691.57,673.82,674.57,ES
20120515,675.07,687.57,666.07,668.82,ES
20120516,669.32,680.32,661.32,663.07,ES
20120517,663.57,671.32,641.07,641.82,ES
20120518,642.57,651.07,630.32,631.32,ES
20120521,632.32,656.57,627.82,656.32,ES
20120522,655.82,667.07,648.07,655.32,ES
20120523,656.07,659.57,634.57,656.32,ES
20120524,656.32,664.07,646.57,663.07,ES
20120525,663.07,670.32,652.57,655.57,ES
20120529,662.57,674.82,658.07,674.07,ES
20120530,674.07,674.82,648.57,649.07,ES
20120531,649.57,659.57,637.82,649.82,ES
