DATE,O,H,L,C,SYM
20120601,646.82,648.07,614.07,614.57,ES
20120604,615.57,622.07,602.57,613.57,ES
20120605,613.82,627.32,608.07,625.57,ES
20120606,625.82,656.32,623.57,656.07,ES
20120607,655.82,670.07,652.57,657.32,ES
20120608,656.82,670.07,646.07,669.32,ES
20120611,682.57,689.57,646.82,647.57,ES
20120612,648.07,667.82,644.32,667.32,ES
20120613,666.82,668.32,650.82,656.07,ES
20120614,656.32,675.07,652.32,673.57,ES
20120615,672.82,680.32,671.82,677.04,ES
20120618,684.79,687.04,666.79,680.54,ES
20120619,680.29,696.54,676.04,690.04,ES
20120620,689.54,695.04,678.29,690.29,ES
20120621,690.29,692.79,657.04,657.79,ES
20120622,658.04,671.29,657.79,666.29,ES
20120625,665.04,666.04,642.04,646.04,ES
20120626,646.29,657.54,642.79,655.04,ES
20120627,655.29,668.04,651.54,665.04,ES
20120628,665.29,667.29,646.29,662.04,ES
20120629,661.54,699.04,655.54,696.04,ES
20120702,698.29,701.79,689.04,697.04,ES
20120703,697.79,709.04,694.79,707.54,ES
20120705,706.04,714.54,696.54,701.04,ES
20120706,701.04,703.54,681.79,691.29,ES
20120709,688.79,689.79,680.54,688.79,ES
20120710,688.54,696.04,670.04,675.04,ES
20120711,674.54,682.04,667.29,675.79,ES
20120712,676.04,679.04,659.29,668.79,ES
20120713,668.79,692.79,668.29,691.29,ES
20120716,690.79,692.04,682.54,687.04,ES
20120717,686.79,700.04,678.79,698.04,ES
20120718,698.04,710.04,692.04,706.79,ES
20120719,706.79,715.54,705.54,711.54,ES
20120720,711.04,711.54,696.54,697.79,ES
20120723,695.04,696.29,671.54,683.29,ES
20120724,683.29,686.04,663.29,669.04,ES
20120725,670.54,679.54,660.79,674.54,ES
20120726,674.29,698.29,667.29,694.29,ES
20120727,694.29,724.54,692.29,722.04,ES
20120730,718.79,727.04,715.29,720.04,ES
20120731,719.54,726.04,710.54,714.04,ES
20120801,711.54,721.04,707.29,710.04,ES
20120802,709.54,722.54,688.79,701.54,ES
20120803,701.79,730.04,699.54,728.54,ES
20120806,729.79,735.29,726.79,729.54,ES
20120807,729.54,742.79,727.04,736.54,ES
20120808,736.04,739.79,730.04,737.79,ES
20120809,738.04,743.29,733.29,740.04,ES
20120810,739.79,742.29,731.54,742.04,ES
20120813,740.04,743.54,733.79,742.04,ES
20120814,741.54,749.04,736.79,741.04,ES
20120815,740.79,745.29,736.54,743.04,ES
20120816,743.04,755.04,741.29,752.54,ES
20120817,753.29,756.29,750.29,754.79,ES
20120820,754.54,757.54,749.04,754.29,ES
20120821,754.29,764.29,747.54,752.04,ES
20120822,752.29,753.79,743.79,751.79,ES
20120823,751.79,757.54,737.54,739.54,ES
20120824,739.29,751.54,734.79,749.29,ES
20120827,749.54,755.54,746.54,747.79,ES
20120828,747.79,751.54,742.79,747.29,ES
20120829,746.79,752.04,744.29,746.79,ES
20120830,746.54,747.29,734.79,736.54,ES
20120831,736.54,751.79,735.04,744.54,ES
20120904,745.79,749.04,734.04,745.54,ES
20120905,745.79,747.79,736.79,743.04,ES
20120906,743.04,771.79,742.79,770.54,ES
20120907,770.54,778.29,770.04,777.79,ES
20120910,776.29,777.54,765.29,766.04,ES
20120911,765.04,777.04,761.04,770.04,ES
20120912,770.04,779.79,768.04,779.04,ES
20120913,777.79,803.79,774.54,796.79,ES
20120914,796.04,814.29,796.04,805.29,ES
20120917,805.29,805.29,797.04,800.29,ES
20120918,800.04,802.79,795.29,798.79,ES
20120919,799.54,805.04,797.29,799.04,ES
20120920,799.29,801.29,789.54,800.04,ES
20120921,800.29,808.79,799.79,806.71,ES
20120924,804.96,809.21,799.46,806.21,ES
20120925,806.46,811.71,789.71,791.96,ES
20120926,791.46,794.46,778.71,781.71,ES
20120927,782.21,799.21,782.21,795.71,ES
20120928,795.71,798.21,783.71,788.96,ES
20121001,787.46,806.21,782.46,791.71,ES
20121002,791.21,800.71,786.96,795.71,ES
20121003,794.96,803.46,790.21,799.46,ES
20121004,798.71,812.46,798.71,810.46,ES
20121005,810.46,820.71,805.96,810.21,ES
20121008,811.96,811.96,802.21,804.46,ES
20121009,804.46,809.21,789.96,790.71,ES
20121010,791.71,792.46,779.71,780.96,ES
20121011,780.46,793.96,775.96,783.21,ES
20121012,782.96,789.21,774.71,776.21,ES
20121015,778.21,791.21,771.21,790.21,ES
20121016,790.71,806.21,789.21,803.96,ES
20121017,803.96,812.46,800.96,811.71,ES
20121018,811.71,814.46,802.46,806.21,ES
20121019,805.96,808.21,778.21,778.71,ES
20121022,779.21,785.96,771.46,784.71,ES
20121023,785.46,787.96,756.71,761.46,ES
20121024,761.21,769.71,756.46,759.96,ES
20121025,760.96,771.46,754.21,762.96,ES
20121026,764.46,767.21,749.21,762.21,ES
20121029,760.96,761.71,751.71,762.21,ES
20121030,753.96,766.96,747.71,762.21,ES
20121031,767.21,772.96,755.21,761.46,ES
20121101,756.71,779.71,753.21,777.96,ES
20121102,777.96,786.21,759.71,760.21,ES
20121105,757.46,770.21,757.21,766.71,ES
20121106,765.71,783.96,764.46,779.96,ES
20121107,779.71,786.46,738.71,743.71,ES
20121108,744.96,752.21,727.21,729.96,ES
20121109,730.46,742.71,718.21,730.46,ES
20121112,729.96,736.46,727.21,732.96,ES
20121113,732.96,740.96,720.46,725.71,ES
20121114,727.96,736.46,704.21,707.71,ES
20121115,708.71,713.71,699.96,705.96,ES
20121116,706.21,715.21,694.96,714.46,ES
20121119,715.46,740.46,714.96,737.21,ES
20121120,734.71,742.21,728.71,740.96,ES
20121121,740.71,744.46,731.71,742.96,ES
20121123,743.71,762.21,741.96,759.96,ES
20121126,757.96,759.71,749.71,757.96,ES
20121127,758.71,762.46,750.21,752.21,ES
20121128,752.21,763.46,737.71,761.71,ES
20121129,761.46,773.21,759.21,770.46,ES
20121130,766.21,774.21,764.46,769.21,ES
20121203,767.96,778.71,759.21,761.71,ES
20121204,760.71,766.46,756.21,760.21,ES
20121205,757.46,769.46,751.46,762.96,ES
20121206,761.21,768.21,758.71,767.71,ES
20121207,766.96,776.96,763.21,770.71,ES
20121210,770.71,775.71,765.46,774.96,ES
20121211,772.21,788.96,769.71,786.21,ES
20121212,785.96,793.46,780.46,781.96,ES
20121213,780.46,786.21,770.46,772.71,ES
20121214,771.46,780.21,766.21,769.71,ES
20121217,775.96,788.96,769.71,787.21,ES
20121218,788.46,802.96,785.21,800.46,ES
20121219,799.71,805.21,787.46,791.96,ES
20121220,788.21,800.96,786.46,800.21,ES
20121221,800.21,801.21,747.71,788.3,ES
20121224,786.55,786.8,779.8,782.05,ES
20121226,786.3,787.8,773.05,775.8,ES
20121227,775.55,780.8,758.3,773.05,ES
20121228,775.55,779.05,744.55,746.3,ES
20121231,750.55,788.05,745.8,782.3,ES
20130102,805.3,820.3,800.55,819.3,ES
20130103,818.3,822.8,812.3,815.8,ES
20130104,816.3,825.3,813.55,820.05,ES
20130107,822.55,823.05,813.05,818.05,ES
20130108,819.05,819.3,808.3,814.55,ES
20130109,813.8,821.8,813.55,818.05,ES
20130110,818.8,832.55,817.05,829.3,ES
20130111,832.05,833.8,824.55,829.55,ES
20130114,829.05,833.55,822.55,826.55,ES
20130115,827.3,830.55,818.8,827.55,ES
20130116,829.3,831.3,822.3,827.8,ES
20130117,827.3,842.8,822.8,838.05,ES
20130118,837.8,843.3,832.8,841.3,ES
20130122,840.3,853.8,837.3,851.8,ES
20130123,852.8,853.55,846.8,852.55,ES
20130124,845.55,860.05,845.05,854.05,ES
20130125,850.05,861.55,849.05,858.05,ES
20130128,858.05,862.3,853.55,859.3,ES
20130129,857.8,868.05,853.3,867.3,ES
20130130,867.3,868.3,855.8,857.55,ES
20130131,856.55,862.3,853.55,855.55,ES
20130201,858.3,872.8,858.05,869.05,ES
20130204,870.3,870.8,852.55,855.8,ES
20130205,854.8,873.3,854.55,868.3,ES
20130206,869.55,872.55,861.3,869.05,ES
20130207,869.55,873.3,856.8,867.55,ES
20130208,867.3,877.3,866.05,874.8,ES
20130211,875.8,879.3,872.05,875.3,ES
20130212,874.8,881.3,870.8,878.55,ES
20130213,879.8,884.3,875.3,879.55,ES
20130214,878.55,883.05,872.3,880.8,ES
20130215,881.05,884.05,873.55,879.3,ES
20130219,878.3,891.3,877.55,890.3,ES
20130220,891.05,892.3,868.8,869.3,ES
20130221,870.05,872.05,857.3,863.3,ES
20130222,864.55,877.3,864.3,876.8,ES
20130225,877.8,886.8,844.05,849.55,ES
20130226,847.8,860.05,845.05,854.8,ES
20130227,855.55,881.55,852.3,878.05,ES
20130228,878.55,886.8,871.05,875.55,ES
20130301,874.8,881.3,861.8,878.8,ES
20130304,877.05,889.8,869.3,888.05,ES
20130305,889.05,905.05,886.8,899.3,ES
20130306,901.3,907.05,899.3,901.3,ES
20130307,902.05,907.8,899.8,905.05,ES
20130308,905.05,915.8,902.55,911.8,ES
20130311,909.55,919.55,907.8,918.3,ES
20130312,919.05,919.3,909.8,914.8,ES
20130313,915.3,919.3,910.3,918.3,ES
20130314,918.8,925.8,917.3,924.55,ES
20130315,923.55,927.3,922.05,919.38,ES
20130318,909.88,918.38,895.38,912.63,ES
20130319,913.13,917.13,897.63,908.13,ES
20130320,905.13,921.63,902.38,914.88,ES
20130321,915.38,916.63,902.38,904.88,ES
20130322,904.38,919.88,900.88,917.88,ES
20130325,915.88,926.38,904.88,912.88,ES
20130326,914.13,924.63,912.63,923.13,ES
20130327,924.13,926.38,911.63,922.63,ES
20130328,922.63,930.38,915.63,928.63,ES
20130401,928.88,930.88,918.38,921.88,ES
20130402,922.13,933.88,920.13,930.38,ES
20130403,931.88,933.63,909.88,914.38,ES
20130404,914.38,923.38,911.88,920.38,ES
20130405,920.63,921.13,899.13,911.88,ES
20130408,911.38,928.63,908.88,925.13,ES
20130409,926.63,934.88,921.38,929.13,ES
20130410,929.63,950.38,926.88,948.63,ES
20130411,949.38,958.88,946.63,953.63,ES
20130412,954.13,955.63,940.88,947.88,ES
20130415,948.13,948.88,904.63,909.38,ES
20130416,908.38,936.63,908.13,934.63,ES
20130417,935.13,935.38,903.88,911.88,ES
20130418,910.38,919.38,896.63,899.88,ES
20130419,902.88,916.63,901.13,913.38,ES
20130422,914.38,926.88,908.63,921.88,ES
20130423,923.13,942.88,914.63,939.38,ES
20130424,939.38,944.88,936.63,939.88,ES
20130425,938.88,954.13,936.63,947.63,ES
20130426,947.38,948.38,938.38,942.38,ES
20130429,942.13,958.13,939.63,954.13,ES
20130430,954.38,960.13,947.13,958.13,ES
20130501,959.63,961.38,941.88,943.13,ES
20130502,945.13,960.13,944.63,958.13,ES
20130503,958.13,980.13,955.38,974.38,ES
20130506,974.13,981.13,973.13,979.38,ES
20130507,978.38,987.63,975.13,986.38,ES
20130508,986.63,995.38,982.88,994.63,ES
20130509,994.13,998.13,985.88,990.38,ES
20130510,991.88,996.88,986.13,995.38,ES
20130513,991.38,999.13,987.38,996.63,ES
20130514,996.63,1014.63,992.38,1013.88,ES
20130515,1013.38,1025.63,1008.63,1020.13,ES
20130516,1021.13,1024.63,1011.88,1013.88,ES
20130517,1015.38,1031.63,1014.13,1028.88,ES
20130520,1028.38,1036.63,1025.63,1030.38,ES
20130521,1029.38,1039.13,1025.88,1031.38,ES
20130522,1031.63,1051.63,1012.38,1021.38,ES
20130523,1023.38,1024.88,998.63,1015.88,ES
20130524,1017.13,1021.13,1000.38,1016.38,ES
20130528,1015.88,1038.63,1010.13,1020.38,ES
20130529,1020.13,1022.63,1003.88,1012.88,ES
20130530,1012.38,1026.63,1006.88,1019.38,ES
20130531,1019.63,1023.88,992.13,994.88,ES
20130603,995.38,1004.88,986.63,1002.13,ES
20130604,1001.63,1011.63,987.38,997.13,ES
20130605,995.13,998.13,971.38,973.88,ES
20130606,974.38,990.13,962.38,988.63,ES
20130607,987.88,1009.88,983.88,1004.38,ES
20130610,1002.38,1014.38,1000.38,1007.88,ES
20130611,1007.88,1008.38,987.38,992.88,ES
20130612,993.38,1004.13,975.38,975.88,ES
20130613,976.63,1005.38,963.38,1002.63,ES
20130614,1003.63,1006.63,989.13,990.13,ES
20130617,990.38,1012.63,989.88,1005.63,ES
20130618,1006.63,1020.38,1003.88,1016.88,ES
20130619,1018.38,1020.88,992.13,995.38,ES
20130620,993.13,994.63,949.63,956.38,ES
20130621,956.38,970.13,955.38,965.81,ES
20130624,965.56,968.06,935.06,948.06,ES
20130625,948.31,969.56,940.06,963.31,ES
20130626,962.06,983.06,954.81,977.31,ES
20130627,978.56,996.06,976.56,988.31,ES
20130628,988.06,996.31,976.06,981.06,ES
20130701,982.06,1002.31,975.06,988.56,ES
20130702,988.56,1000.31,982.06,989.06,ES
20130703,988.81,994.81,975.81,990.81,ES
20130705,990.81,1012.56,990.06,1009.06,ES
20130708,1010.31,1021.31,1007.81,1017.31,ES
20130709,1018.56,1030.81,1017.56,1027.31,ES
20130710,1028.81,1040.56,1023.06,1030.31,ES
20130711,1040.06,1053.56,1039.31,1051.81,ES
20130712,1050.81,1056.06,1048.06,1052.06,ES
20130715,1051.81,1061.31,1051.56,1059.31,ES
20130716,1059.56,1061.31,1048.31,1053.06,ES
20130717,1053.56,1062.31,1047.56,1057.31,ES
20130718,1058.56,1070.31,1053.56,1062.31,ES
20130719,1061.81,1072.31,1057.06,1071.31,ES
20130722,1071.81,1076.06,1067.31,1072.06,ES
20130723,1072.31,1077.31,1067.81,1070.06,ES
20130724,1071.31,1077.06,1059.06,1065.56,ES
20130725,1065.81,1068.31,1053.56,1065.81,ES
20130726,1067.56,1070.81,1052.31,1068.31,ES
20130729,1068.31,1069.81,1058.31,1064.31,ES
20130730,1064.06,1070.31,1059.06,1066.56,ES
20130731,1065.81,1075.81,1062.06,1062.31,ES
20130801,1067.31,1085.56,1066.31,1082.06,ES
20130802,1084.06,1086.81,1077.56,1085.81,ES
20130805,1084.56,1086.81,1080.56,1084.31,ES
20130806,1083.06,1085.31,1070.56,1075.81,ES
20130807,1074.56,1075.31,1062.31,1070.06,ES
20130808,1070.56,1078.81,1066.31,1075.56,ES
20130809,1075.81,1078.06,1064.31,1068.06,ES
20130812,1066.81,1070.31,1057.06,1068.81,ES
20130813,1069.81,1076.31,1061.06,1072.56,ES
20130814,1073.31,1075.06,1062.81,1063.81,ES
20130815,1062.31,1063.81,1036.06,1037.56,ES
20130816,1036.56,1043.81,1031.31,1032.81,ES
20130819,1032.81,1038.81,1024.06,1026.81,ES
20130820,1026.06,1038.56,1022.81,1032.31,ES
20130821,1032.81,1036.56,1015.81,1018.31,ES
20130822,1016.81,1039.56,1013.31,1036.56,ES
20130823,1037.31,1044.56,1032.31,1043.31,ES
20130826,1042.56,1049.31,1035.06,1036.06,ES
20130827,1036.31,1037.31,1008.06,1010.06,ES
20130828,1010.06,1021.06,1006.56,1014.06,ES
20130829,1012.31,1026.56,1009.56,1018.56,ES
20130830,1020.81,1026.81,1007.31,1013.06,ES
20130903,1022.06,1031.81,1012.56,1020.81,ES
20130904,1019.81,1037.06,1016.81,1035.31,ES
20130905,1036.56,1040.06,1032.31,1034.81,ES
20130906,1033.81,1045.81,1020.56,1035.31,ES
20130909,1033.81,1053.56,1033.81,1050.81,ES
20130910,1052.81,1065.06,1050.81,1064.31,ES
20130911,1064.06,1072.31,1059.56,1070.56,ES
20130912,1071.56,1071.81,1063.06,1066.81,ES
20130913,1066.56,1072.31,1062.31,1070.31,ES
20130916,1080.31,1092.31,1076.56,1079.81,ES
20130917,1078.06,1088.56,1076.56,1086.81,ES
20130918,1087.81,1111.56,1081.81,1106.31,ES
20130919,1106.81,1115.06,1102.31,1106.06,ES
20130920,1105.81,1109.06,1103.06,1105.7,ES
20130923,1109.7,1110.7,1092.7,1095.95,ES
20130924,1096.45,1104.2,1090.7,1095.7,ES
20130925,1095.45,1098.2,1087.7,1088.95,ES
20130926,1089.7,1100.7,1088.95,1095.7,ES
20130927,1097.7,1098.7,1083.2,1089.7,ES
20130930,1078.2,1084.2,1069.95,1077.45,ES
20131001,1081.7,1095.45,1078.45,1092.7,ES
20131002,1094.7,1094.95,1076.45,1086.2,ES
20131003,1086.2,1087.95,1066.45,1072.95,ES
20131004,1071.2,1089.2,1070.7,1087.95,ES
20131007,1079.95,1082.7,1069.7,1070.95,ES
20131008,1070.2,1074.7,1049.2,1053.7,ES
20131009,1051.2,1061.45,1043.2,1051.95,ES
20131010,1051.7,1090.95,1051.2,1088.2,ES
20131011,1086.2,1103.45,1076.2,1102.2,ES
20131014,1087.2,1109.95,1083.95,1107.45,ES
20131015,1109.45,1112.95,1092.7,1095.2,ES
20131016,1097.45,1120.2,1094.45,1116.45,ES
20131017,1115.2,1131.95,1109.45,1130.95,ES
20131018,1130.7,1143.45,1130.2,1139.7,ES
20131021,1141.2,1145.7,1137.95,1141.45,ES
20131022,1140.95,1157.7,1139.2,1152.7,ES
20131023,1152.7,1152.7,1137.7,1144.95,ES
20131024,1145.95,1154.95,1143.2,1151.7,ES
20131025,1151.2,1158.95,1145.95,1157.2,ES
20131028,1156.95,1165.45,1154.7,1162.2,ES
20131029,1162.2,1171.95,1157.7,1170.7,ES
20131030,1171.45,1176.45,1154.95,1163.7,ES
20131031,1160.95,1167.2,1153.45,1154.2,ES
20131101,1158.7,1164.45,1150.2,1157.95,ES
20131104,1157.2,1167.2,1156.45,1166.2,ES
20131105,1165.95,1167.2,1153.7,1159.7,ES
20131106,1160.45,1173.2,1158.95,1168.7,ES
20131107,1166.95,1177.7,1145.45,1148.45,ES
20131108,1147.95,1171.2,1139.7,1169.2,ES
20131111,1170.2,1173.45,1165.95,1170.7,ES
20131112,1170.95,1172.95,1161.7,1168.2,ES
20131113,1167.95,1185.45,1157.45,1181.95,ES
20131114,1182.95,1192.2,1180.45,1190.95,ES
20131115,1190.95,1199.2,1189.7,1196.7,ES
20131118,1196.7,1202.95,1187.95,1191.95,ES
20131119,1192.7,1196.95,1185.2,1188.45,ES
20131120,1188.7,1197.45,1177.7,1182.95,ES
20131121,1182.7,1198.7,1178.95,1196.95,ES
20131122,1196.45,1206.45,1195.2,1204.45,ES
20131125,1205.2,1212.45,1201.7,1205.7,ES
20131126,1204.45,1210.2,1201.95,1205.2,ES
20131127,1205.2,1210.7,1204.45,1207.45,ES
20131129,1207.7,1215.7,1205.95,1207.2,ES
20131202,1209.45,1212.2,1200.2,1202.95,ES
20131203,1203.45,1204.95,1189.45,1194.7,ES
20131204,1195.2,1202.7,1180.95,1194.95,ES
20131205,1195.7,1197.45,1185.2,1187.2,ES
20131206,1187.7,1209.2,1187.45,1208.2,ES
20131209,1209.7,1214.7,1207.95,1212.2,ES
20131210,1212.45,1214.7,1204.2,1206.2,ES
20131211,1207.45,1211.2,1182.45,1183.95,ES
20131212,1183.95,1187.2,1174.95,1178.2,ES
20131213,1176.7,1186.2,1174.95,1177.95,ES
20131216,1177.95,1195.7,1163.45,1189.7,ES
20131217,1187.95,1192.2,1179.7,1182.45,ES
20131218,1181.45,1215.95,1170.45,1213.95,ES
20131219,1213.2,1216.2,1204.45,1211.7,ES
20131220,1211.95,1216.2,1211.95,1216.09,ES
20131223,1218.59,1226.09,1218.34,1224.34,ES
20131224,1224.34,1231.09,1222.09,1230.59,ES
20131226,1231.59,1239.34,1231.34,1238.09,ES
20131227,1238.09,1241.59,1234.84,1238.09,ES
20131230,1237.59,1240.09,1235.09,1236.34,ES
20131231,1237.09,1248.09,1235.84,1242.59,ES
20140102,1239.34,1242.34,1223.34,1228.09,ES
20140103,1228.84,1234.59,1222.09,1227.09,ES
20140106,1225.59,1234.09,1218.84,1222.34,ES
20140107,1221.34,1236.34,1221.09,1232.34,ES
20140108,1232.34,1236.34,1227.09,1234.09,ES
20140109,1233.34,1240.59,1225.84,1234.59,ES
20140110,1234.84,1244.09,1227.84,1239.34,ES
20140113,1240.09,1240.34,1211.09,1216.59,ES
20140114,1217.34,1235.84,1214.34,1234.59,ES
20140115,1234.59,1247.34,1233.09,1243.09,ES
20140116,1243.09,1245.34,1236.09,1237.84,ES
20140117,1239.59,1244.34,1230.84,1235.84,ES
20140121,1235.59,1245.59,1227.84,1240.09,ES
20140122,1239.09,1244.84,1236.34,1240.09,ES
20140123,1240.59,1245.59,1215.34,1225.84,ES
20140124,1225.59,1229.59,1181.59,1183.59,ES
20140127,1183.34,1193.59,1168.59,1177.34,ES
20140128,1172.84,1198.59,1172.59,1189.84,ES
20140129,1197.59,1202.84,1165.59,1172.84,ES
20140130,1171.59,1195.34,1169.34,1182.84,ES
20140131,1185.09,1189.84,1162.84,1178.09,ES
20140203,1179.09,1185.34,1133.84,1134.34,ES
20140204,1139.84,1155.09,1135.59,1145.34,ES
20140205,1145.84,1152.34,1133.59,1145.59,ES
20140206,1146.34,1171.34,1145.59,1168.09,ES
20140207,1169.59,1195.59,1159.84,1195.09,ES
20140210,1194.59,1197.59,1187.84,1196.34,ES
20140211,1196.84,1221.09,1195.84,1215.09,ES
20140212,1214.84,1224.84,1212.84,1218.59,ES
20140213,1218.34,1228.59,1203.84,1225.84,ES
20140214,1225.34,1240.34,1217.59,1236.59,ES
20140218,1235.09,1241.84,1233.09,1239.09,ES
20140219,1238.84,1246.09,1224.84,1227.09,ES
20140220,1227.59,1241.84,1218.84,1237.84,ES
20140221,1237.59,1245.59,1234.34,1235.84,ES
20140224,1236.84,1258.34,1230.84,1247.59,ES
20140225,1246.34,1252.59,1238.84,1247.84,ES
20140226,1249.09,1254.84,1239.59,1243.59,ES
20140227,1245.34,1257.34,1234.34,1255.59,ES
20140228,1256.09,1268.09,1246.84,1259.09,ES
20140303,1247.59,1251.09,1233.84,1244.59,ES
20140304,1245.34,1276.34,1245.09,1273.09,ES
20140305,1272.34,1277.09,1269.34,1274.09,ES
20140306,1275.34,1282.59,1272.59,1277.84,ES
20140307,1277.84,1289.09,1270.84,1279.59,ES
20140310,1277.09,1280.34,1267.34,1278.84,ES
20140311,1277.84,1283.84,1264.59,1266.84,ES
20140312,1266.34,1270.59,1255.34,1269.34,ES
20140313,1270.34,1276.59,1243.09,1248.34,ES
20140314,1248.84,1254.59,1240.59,1241.59,ES
20140317,1241.09,1264.34,1232.09,1259.34,ES
20140318,1260.34,1275.59,1254.09,1272.34,ES
20140319,1272.59,1276.09,1251.09,1261.34,ES
20140320,1260.09,1275.84,1254.09,1275.34,ES
20140321,1274.59,1283.59,1272.34,1294.89,ES
20140324,1293.39,1303.89,1279.14,1287.39,ES
20140325,1288.14,1302.39,1285.89,1297.14,ES
20140326,1296.89,1306.64,1279.39,1280.39,ES
20140327,1282.89,1286.39,1271.89,1278.39,ES
20140328,1281.39,1297.39,1279.39,1288.39,ES
20140331,1292.89,1305.89,1292.89,1302.39,ES
20140401,1302.39,1316.64,1300.14,1315.64,ES
20140402,1315.64,1324.14,1314.14,1320.89,ES
20140403,1320.64,1325.39,1313.39,1320.89,ES
20140404,1322.14,1330.39,1293.64,1297.89,ES
20140407,1298.89,1299.64,1272.39,1275.89,ES
20140408,1277.89,1286.89,1268.64,1282.89,ES
20140409,1282.89,1304.39,1281.64,1302.64,ES
20140410,1303.64,1305.39,1261.64,1264.89,ES
20140411,1267.39,1269.89,1245.14,1249.64,ES
20140414,1243.89,1265.89,1241.14,1262.39,ES
20140415,1262.89,1281.89,1247.14,1277.39,ES
20140416,1280.64,1294.89,1278.39,1290.64,ES
20140417,1290.39,1301.64,1285.14,1295.89,ES
20140421,1297.14,1303.39,1294.39,1302.39,ES
